H  SOFTWARE NAME & VERSION
I  GPSU 4.04,
S SymbolSet=0

H : Data Source Is Ordnance Survey
H : Please Acknowledge If Re-Posting
  - Pub = Public Access (Not Guaranteed)
  - Pri = On Private Land - Permission Reqd
  - Pil = Pillar Is Intact
  - Stu = Only Stump / Base Remains
  - Rem = No Sign Of Pillar
  - Unk = State Of Pillar Unknown
  - Source Of Access Etc Data
  - Pass = Os Passive Stns
  - Int = Internet Trawl
  - Nm = Not On Current 50K Map
  - Mh = Height Is From Map
  - Mc = Coordinates Are From Map
  

H R DATUM
M E   Ord Srvy Grt Britn,075, 5.7360400E+02, 1.1960020E-05,375,-111,431

H  COORDINATE SYSTEM
U  BRITISH GRID

W,603736,NH,95589,49464,   258.0,Lethen Bar
W,603737,NS,94639,57593,   356.0,Leven Seat
W,603738,NG,87876,86744,   166.0,Liadh Mor pub pil s9425 jd
W,603739,NG,91186,57691,  1024.0,Liathach
W,603740,NC,75933,29138,   434.0,Liath-Bhaid Mhoir
W,603741,HP,58644,13831,   170.0,Libbers Hill
W,603742,NS,99363,42938,   227.0,Libberton Mains
W,603743,SO,98910,76043,   286.0,Lickey Hill
W,603744,SU,20982,79753,   278.0,Liddington Castle S1268 Pri Pil Pass 02
W,603745,TL,00075,38097,   133.0,Lidlington
W,603746,SP,35305,24157,   187.0,Lidstone Hill Pub Pil G Nelson 02
W,603747,SK,72443,05005,   220.0,Life Hill
W,603748,SP,33389,66897,    97.0,Lillington
W,603749,NY,87783,71551,   251.0,Limestone Bank
W,603750,TL,32248,41807,    59.0,Limlow Hill
W,603751,NT,90299,07313,   390.0,Linbrig
W,603752,SU,84805,17372,   248.0,Linch Ball S1517 Pub Pil Pass 02
W,603753,SP,35748,95641,    92.0,Lindley
W,603754,SE,21408,51399,   291.0,Lindley Moor
W,603755,NY,17959,28593,   374.0,Ling Fell
W,603756,TF,73500,31249,    71.0,Ling House Farm
W,603757,SE,10612,50406,   245.0,Ling Park
W,603758,HY,26231,15540,    62.0,Linga Fiold
W,603759,SE,07365,12103,   327.0,Lingards Wood
W,603760,SD,68842,69289,   180.0,Linghaw
W,603761,NS,58685,59197,    85.0,Linn Park Golf Course
W,603762,NX,92702,95782,   254.0,Linnburn
W,603763,NT,81394,58078,   150.0,Lintlaw
W,603764,NT,78736,27954,   283.0,Linton Hill
W,603765,NY,91717,41273,   554.0,Lintzgarth Common
W,603766,SZ,51859,89146,    90.0,Lion Field
W,603767,ST,18994,85080,   265.0,Lisvane Hill
W,603768,NO,63555,47298,    81.0,Little Archie
W,603769,SS,45045,24222,    99.0,Little Ashridge
W,603770,SP,31319,44818,   108.0,Little Barn Hill
W,603771,SP,26553,01205,    74.0,Little Clanfield
W,603772,NJ,29446,39390,   548.0,Little Conval
W,603773,SO,53825,16125,   221.0,Little Doward
W,603774,TL,20079,22697,   140.0,Little Easthall Farm
W,603775,SK,72831,80950,    34.0,Little Gringley Farm
W,603776,SX,91673,75222,   247.0,Little Haldon S1708 Pub Pil Pass 02
W,603777,TF,17422,39405,     3.0,Little Hale Fen S4638 Pub Pil Pass 02
W,603778,NY,62567,75251,   344.0,Little Hen Hill
W,603779,NN,77161,17059,   349.0,Little Hill
W,603780,ST,86869,25132,   249.0,Little Hill
W,603781,TA,10523,08996,    63.0,Little Limber Grange
W,603782,SO,50612,88606,   323.0,Little London
W,603783,NY,42323,24018,   505.0,Little Mell Fell
W,603784,SH,81299,82383,   142.0,Little Ormes Head  pub pil S7323 K Stevens
W,603785,TL,61719,89787,    -1.0,Little Ouse
W,603786,TF,95625,32367,    55.0,Little Snoring
W,603787,NK,11388,40988,   101.0,Little Stirling
W,603788,SJ,92579,32815,   163.0,Little Stoke
W,603789,TQ,50329,99257,    72.0,Little Tawney Hall S4085 Pri Pil Pass 02
W,603790,ND,46102,96349,    81.0,Little Wart
W,603791,SD,73849,81414,   736.0,Little Whernside Pub Pil Pass 2982 G Jones 04 04
W,603792,TL,77210,40417,  8888.0,Little Yeldham
W,603793,TL,50160,39913,   111.0,Littlebury
W,603794,TL,50064,39831,   112.0,Littlebury Hedge
W,603795,SP,07052,46940,    70.0,Littleton Resr
W,603796,SO,25268,66476,   387.0,Litton Hill
W,603797,SO,44988,02525,   110.0,Llan Soy
W,603798,SN,63621,60228,   248.0,Llanbadarn-Odwyn
W,603799,SO,12305,47444,   479.0,Llanbedr Hill
W,603800,SO,51270,18337,   241.0,Llancrwn
W,603801,SN,14489,16377,   147.0,Llanddewi Gaer
W,603802,SN,39557,12180,   138.0,Llandefeilog
W,603803,SO,13145,61804,   436.0,Llandegley Rocks
W,603804,SO,07446,60404,   355.0,Llandrindod Golf Course
W,603805,SN,34301,55913,   217.0,Llandyssiliogogo Head S5746 Pri Pil Pass 02
W,603806,SH,47284,91720,   177.0,Llaneilian
W,603807,SJ,25691,40519,   349.0,Llanerch Farm pil pri 3216 K Stevens 10 04
W,603808,SN,93610,33062,   409.0,Llanfihangel-Nant-Bran
W,603809,SO,11360,32761,   310.0,Llanfillo
W,603810,ST,31300,93914,    85.0,Llanfrechfa
W,603811,SN,38554,16355,   105.0,Llangain Mh
W,603812,SS,91275,94769,   568.0,Llangeinor 11883 Pub Pil Pass 02
W,603813,ST,34765,97557,   183.0,Llangibby
W,603814,SN,25114,19906,   150.0,Llangynin
W,603815,SS,43041,92418,   186.0,Llanmadoc Hill
W,603816,SN,55267,10331,   265.0,Llannon Resr
W,603817,SH,38058,88231,   100.0,Llanol
W,603818,SN,43686,29491,   193.0,Llanpumsaint
W,603819,SN,27197,10451,   150.0,Llansadurnen
W,603820,SO,10538,55969,   358.0,Llansaintfraed In Elvel
W,603821,SO,36116,10319,    70.0,Llansantffraed
W,603822,SN,33781,11231,   134.0,Llanstephan
W,603823,ST,07280,85688,   173.0,Llantwit
W,603824,SO,25468,78428,   430.0,Llanvair Hill s5196 T Courtney
W,603825,SO,30645,70199,   417.0,Llan-Wen Hill
W,603826,SN,24115,25755,   212.0,Llanwinio
W,603827,SJ,26226,21871,   225.0,Llanymynech Golf Links
W,603828,SH,87040,09960,   461.0,Llechwedd Mawr
W,603829,SN,61603,34620,   278.0,Llethr-Llwyd
W,603830,SN,46550,01827,   146.0,Lletty R-Ychen
W,603831,SH,92228,66880,   360.0,Lletty-Yr-Eos
W,603832,SN,65799,20545,   257.0,Llwyn-Bedw
W,603833,SN,46405,17609,   156.0,Llwyn-Melyn
W,603834,SN,77375,60577,   549.0,Llyn Du S1580 Pri Pil Pass 02
W,603835,SN,60219,64014,   333.0,Llyn Fanod
W,603836,SH,88831,77423,   208.0,Llysfaen Resr
W,603837,SN,58301,37085,   326.0,Llywelau
W,603838,NY,45684,18123,   671.0,Loadpot Hill Pil 10789 G Jones 04 03
W,603839,SK,63498,53717,   145.0,Loath Hill  S2994 Pri Pil Pass 02
W,603840,SP,65948,02470,    99.0,Lobb Farm Pri Pil G Nelson 02
W,603841,NT,17016,04721,   688.0,Loch Fell
W,603842,NT,47574,76618,    83.0,Loch Hill
W,603843,NR,90183,37156,   229.0,Lochain
W,603844,NH,62303,21735,   711.0,Lochan Uaine
W,603845,NS,37407,55312,   211.0,Lochlands Hill
W,603846,NO,24370,86138,  1155.0,Lochnagar Pub Pil Int 02
W,603847,NO,58533,09362,    87.0,Lochton
W,603848,TA,39308,17202,     5.0,Lockham
W,603849,SJ,69560,28560,   140.0,Lockley Wood
W,603850,SZ,50920,83158,    86.0,Lode Hill
W,603851,TF,00793,61684,    59.0,Lodge Farm
W,603852,TG,15192,10430,    45.0,Lodge Farm
W,603853,SJ,74349,05913,   114.0,Lodge Hill pil pri S1847 K Stevens 11 04
W,603854,SU,93480,22362,    52.0,Lodsworth
W,603855,NJ,52870,67853,    58.0,Logie Head
W,603856,TQ,13787,46407,   180.0,Logmore Farm
W,603857,ST,47403,32476,    90.0,Lollover Hill
W,603858,SE,47953,22867,    35.0,Long Bull Hill
W,603859,NY,58605,78764,   456.0,Long Crag
W,603860,NU,06223,06934,   320.0,Long Crag
W,603861,NY,92266,77755,   222.0,Long Crag Gunnerton
W,603862,SK,51847,49154,  8888.0,Long Hill Nm
W,603863,SP,25182,51721,   128.0,Long Hill
W,603864,TF,04423,94199,    17.0,Long Hills
W,603865,SE,49504,50258,    48.0,Long Marston
W,603866,SO,41519,94438,   517.0,Long Mountpil pub s5201 K Stevens
W,603867,SK,18363,64158,   330.0,Long Rake pil pri s4172 K Stevens
W,603868,TM,19043,90850,    58.0,Long Stratton Mh
W,603869,NT,54534,65339,   211.0,Long Yester
W,603870,NG,73919,77956,    70.0,Longa Island
W,603871,ST,21871,06206,   259.0,Longbridge Farm
W,603872,SK,66753,25161,   123.0,Longcliff Hill
W,603873,SO,48128,12154,   195.0,Longhill Wood
W,603874,NT,87470,30144,   346.0,Longknowe Hill
W,603875,SN,03309,18619,   115.0,Longlands
W,603876,TR,10125,64970,    58.0,Longreach
W,603877,SD,65797,41059,   351.0,Longridge Fell
W,603878,TL,67370,08733,    45.0,Longshot
W,603879,SS,95960,16362,   221.0,Longstones
W,603880,ST,64952,71365,    93.0,Longwell
W,603881,NZ,70180,01190,   432.0,Loose Howe 2955 T Courtney
W,603882,SS,71135,05476,   170.0,Loosebeare
W,603883,HY,76448,43892,    10.0,Lopness
W,603884,NJ,51341,19801,   518.0,Lord Arthurs Cairn
W,603885,TL,38804,53720,    24.0,Lords Bridge
W,603886,NJ,29624,66420,    18.0,Lossiemouth Base East Terminal
W,603887,NJ,23333,69857,    13.0,Lossiemouth Base West Terminal
W,603888,NX,90195,67443,   322.0,Lotus Hill
W,603889,NS,60872,37898,   316.0,Loudoun Hill
W,603890,SU,58819,81092,   138.0,Lough Down S5726 Pub Pil Jd 02
W,603891,NY,34695,05141,   335.0,Loughrigg Fell Pub Pil Int 02
W,603892,SK,67464,63911,    86.0,Lound Wood
W,603893,NS,93195,15267,   618.0,Lousie Wood Law
W,603894,SE,88666,99213,   299.0,Louven Howe
W,603895,TQ,83978,94734,    18.0,Lovedown
W,603896,NY,65201,27470,   187.0,Low Abbey
W,603897,TA,12270,69317,    98.0,Low Caythorpe
W,603898,SD,83834,80881,   501.0,Low Green Field Lings
W,603899,NZ,68268,15958,   185.0,Low House Farm
W,603900,SD,93839,13777,   234.0,Low House Fold
W,603901,SP,03417,68938,   148.0,Lowans Hill
W,603902,SU,53982,82282,   187.0,Lowbury Hill S5724 Pri Pil Jd 02
W,603903,SK,65837,45486,    71.0,Lowdham Lodge S4683 T Courtney
W,603904,SO,01526,36158,   423.0,Lower Chapel
W,603905,SP,74830,01501,   109.0,Lower Farm
W,603906,SP,63829,04185,   100.0,Lower Farm Pub Rem G Nelson 02
W,603907,SO,98037,49382,    40.0,Lower Farm Throckmorton
W,603908,SO,58529,53927,   254.0,Lower Hegdon
W,603909,SD,91462,41060,   239.0,Lower Hill
W,603910,SO,74475,16306,    41.0,Lower Ley
W,603911,SJ,31602,19169,    62.0,Lower Maesbrook
W,603912,SJ,30724,60188,   129.0,Lower Mountain pub pil s3120 K Stevens 04 04
W,603913,SO,60155,72211,   180.0,Lower Nash Farm
W,603914,SE,30184,19531,    73.0,Lower Snapethorpe
W,603915,SS,89530,14253,   265.0,Lower Way
W,603916,SY,17167,98757,   256.0,Lowmans Farm
W,603917,NS,78836,39316,   338.0,Lowriemuir
W,603918,SS,62604,39059,   258.0,Loxhore
W,603919,SK,30969,90690,   239.0,Loxley Common
W,603920,ST,36560,57052,   175.0,Loxton Hill
W,603921,NO,41895,21630,   191.0,Lucklaw Hill
W,603922,SJ,56528,64566,   146.0,Luddington Hill Pri pil S2717 K Stevens
W,603923,TF,19865,89699,   135.0,Ludford
W,603924,SK,93412,04813,   109.0,Luffenham
W,603925,SK,96235,01635,    91.0,Luffenham Heath
W,603926,NO,21735,15540,   284.0,Lumbennie Hill
W,603927,NZ,29051,48504,  8888.0,Lumley West Pit Nm
W,603928,NT,87233,68335,   227.0,Lumsdaine S1617 Pub Pil Pass 02
W,603929,HU,51054,67149,    56.0,Lunning Head
W,603930,ST,15431,06802,   262.0,Luppitt Common S3744 Pub Pil Pass 02
W,603931,NS,30327,73791,   228.0,Lurg Moor
W,603932,ST,73451,10028,    87.0,Lyddon
W,603933,SO,51805,43389,   115.0,Lyde Cross
W,603934,SY,34859,93632,   178.0,Lyme Regis Golf Links
W,603935,SZ,29849,92699,    13.0,Lymore
W,603936,SY,02630,85435,   168.0,Lympstone Common
W,603937,SU,30896,07979,    49.0,Lyndhurst S2716 Pub Pil Pass 02
W,603938,SS,95035,37111,   424.0,Lype Hill
W,603939,SO,93452,08388,   255.0,Lypiatt Resr
W,603940,NY,26052,64336,    16.0,M O S Eastriggs
W,603941,NR,72122,09189,   126.0,Macharioch
W,603942,ST,22378,90010,   364.0,Machen Hill
W,603943,NX,62361,87773,   294.0,Mackilston
W,603944,SX,53538,94415,   264.0,Maddaford
W,603945,SK,21863,49595,   298.0,Madge Hill
W,603946,SJ,77751,40415,   216.0,Maers Hill pil pub s2746 K Stevens 06 04
W,603947,SN,47269,38870,   224.0,Maes Coch Farm
W,603948,ST,60095,66083,   198.0,Maes Knoll
W,603949,SO,22055,88180,   475.0,Maes-Gwyn
W,603950,SJ,23481,34289,   441.0,Maes-Y-Mynach
W,603951,NS,93956,90951,    93.0,Maggie Duncans Hill
W,603952,NS,52666,54759,   186.0,Maiden Hill
W,603953,NX,89777,61615,   315.0,Maidenpap
W,603954,TL,72649,82536,    31.0,Maids Cross Hill 11145 Pub Pil Pass 02
W,603955,SM,91122,34667,   151.0,Maildy
W,603956,NO,10133,20964,   182.0,Mailer Hill
W,603957,NK,02548,64096,    39.0,Mn O Cairnbulg Res S6120 Pri Pil Pass 02
W,603958,NT,67734,35288,   131.0,Mainberry
W,603959,NM,67651,35353,   754.0,Mainnir Nam Fiadh
W,603960,NJ,38404,63860,    39.0,Mains Of Tannachy
W,603961,SP,73850,13053,   133.0,Mainshill
W,603962,SO,66210,39562,   104.0,Mainstone
W,603963,NO,58852,60882,    94.0,Maisondieu
W,603964,NR,37892,77706,   127.0,Mala Bholsa
W,603965,SN,74408,43366,   429.0,Mallaen Mountain
W,603966,SD,59252,58729,   561.0,Mallowdale Pike S2981 Pub Pil Pass 02
W,603967,SO,76882,45218,   425.0,Malvern S2974 Pri Pil Pass 02
W,603968,NS,22278,87932,   217.0,Mam Mor pil pub s4280 K Stevens
W,603969,NN,11501,62544,   796.0,Mam Na Gualainn
W,603970,NG,79254,16696,   208.0,Mam Nan Uranan
W,603971,SK,12769,83612,   517.0,Mam Tor Pub Pil S4230 T Courtney
W,603972,SD,87153,08897,   158.0,Manchester Golf Course
W,603973,TF,37994,92263,     7.0,Mancroft
W,603974,TM,08327,29541,    37.0,Manningtree
W,603975,NJ,18789,47476,   404.0,Mannoch Hill
W,603976,NZ,43545,04238,    85.0,Manor Cottage
W,603977,NY,44912,52218,    81.0,Manor Farm
W,603978,SE,25943,24353,   138.0,Manor Farm
W,603979,SP,19191,03187,   108.0,Manor Farm
W,603980,SZ,26335,92291,    26.0,Manor Farm
W,603981,SP,94305,93010,    97.0,Manor Farm
W,603982,NZ,22622,04068,   116.0,Manor House Farm
W,603983,NT,19158,98594,   141.0,Manorleys
W,603984,SD,99801,19768,   417.0,Manshead End
W,603985,NY,98388,92063,   325.0,Manside Cross
W,603986,NM,68403,23878,   338.0,Maol Ban
W,603987,NR,30365,45765,   165.0,Maol Buidhe
W,603988,NS,01892,40579,   368.0,Maol Donn
W,603989,NN,24550,14616,   605.0,Maol Meadhonach
W,603990,NN,37974,11612,   684.0,Maol Mor
W,603991,NM,99264,20851,   367.0,Maol Mor
W,603992,NR,30840,68166,    99.0,Maol Na Coille
W,603993,NM,42263,18940,   102.0,Maol Na Sgurra
W,603994,NG,74663,69488,   139.0,Maol Ruadh
W,603995,TL,83017,34471,    89.0,Maplestead S2053 Pub Pil Pass 02
W,603996,NY,60569,91945,   454.0,March Head
W,603997,NT,07263,00395,   238.0,Marchbank
W,603998,SO,62803,33851,   231.0,Marcle Hill
W,603999,TF,37388,64258,    93.0,Mardon Hill
W,604000,ST,23224,77682,     9.0,Mardy
W,604001,SK,18911,95695,   546.0,Margery pil pub 2965 T Courtney
W,604002,NX,67867,87069,   323.0,Margree
W,604003,SH,99971,55633,   520.0,Marial Gwyn
W,604004,SS,73970,22142,   198.0,Mariansleigh
W,604005,SE,09078,69066,   459.0,Mark Hill
W,604006,TQ,47758,42534,   148.0,Markbeech
W,604007,SK,33812,38298,    87.0,Markeaton Golf Course
W,604008,SK,32867,36960,    85.0,Markeaton Hill
W,604009,SU,02413,53010,   195.0,Market Lavington
W,604010,TG,50448,05278,    13.0,Market Road Bradwell
W,604011,NJ,73017,50471,   100.0,Markethill
W,604012,SK,48617,10188,   222.0,Markfield
W,604013,SK,71968,71846,    80.0,Markham Clinton
W,604014,HY,45676,05912,   101.0,Markstone Moss
W,604015,TL,64798,29849,   105.0,Markswood
W,604016,SU,24345,02570,    64.0,Markway Hill
W,604017,SM,78502,08458,    77.0,Marloes S6544 Pri Pil Pass 02
W,604018,SJ,96215,87266,   203.0,Marple Ridge pri pil S2753 K Stevens
W,604019,SP,08735,51531,    49.0,Marriage Hill
W,604020,NF,80861,70032,   231.0,Marrival
W,604021,SN,20373,08020,   152.0,Marros Beacon
W,604022,NX,61602,92260,   381.0,Marscalloch
W,604023,SD,86123,36114,   270.0,Marsden Heights
W,604024,TL,05929,26124,   152.0,Marsh Farm Mh
W,604025,SE,37180,20910,    81.0,Marshall Hill
W,604026,SE,37227,21020,  8888.0,Marshall Hill North Nm See Marshall Hill
W,604027,NS,78407,45270,   192.0,Marshill
W,604028,NX,93557,71039,   250.0,Marthrown
W,604029,TF,16909,60803,     4.0,Martin Fen
W,604030,SN,06989,11584,   117.0,Martin Hill
W,604031,SS,67405,47369,   309.0,Martinhoe Common
W,604032,SY,57035,91052,   193.0,Martins Down
W,604033,SK,07112,51986,   295.0,Martins Low pil pub s4132 K Stevens
W,604034,SU,17837,63868,   290.0,Martinsell
W,604035,SE,37311,69596,    58.0,Marton Le Moor S7663 Pub Pil Pass 02
W,604036,NS,56019,69939,    64.0,Maryhill Park
W,604037,NZ,13832,64839,    51.0,Maryside Hill
W,604038,TL,73307,02905,    51.0,Mascalls
W,604039,TF,79483,20139,    92.0,Massingham S2141 Pub Pil Jd 02
W,604040,SK,28603,58670,   339.0,Masson Hill
W,604041,SE,42836,90139,   136.0,Masty Bank
W,604042,SU,12839,01998,    58.0,Matcham Park
W,604043,TL,45881,18440,  8888.0,Mathams Nm
W,604044,TG,14579,34663,    57.0,Matlask
W,604045,NT,94010,43457,   109.0,Mattilees Hill
W,604046,NY,57131,38039,   178.0,Maughonby Farm
W,604047,NY,63839,15202,   293.0,Maulds Meaburn Moor
W,604048,SO,69567,21263,   296.0,May Hill
W,604049,SU,38532,14863,    33.0,Maybush S1160 Pri Pil Pass 02
W,604050,NZ,07013,29285,   305.0,Mayland Lea Farm
W,604051,NX,89877,83501,   220.0,Mccubbington
W,604052,SK,34318,82281,   191.0,Meadow Head
W,604053,SO,65941,93153,   221.0,Meadowley
W,604054,NS,29541,12104,   164.0,Meadownay
W,604055,NB,02198,27041,   574.0,Mealisval
W,604056,NC,64956,11641,   367.0,Meall A Chaise
W,604057,NM,75314,17883,   147.0,Meall A' Chaise
W,604058,NN,89059,57604,   618.0,Meall A' Charra
W,604059,NN,74533,67927,   522.0,Meall A' Chathaidh
W,604060,NG,86730,95859,   141.0,Meall A Choire
W,604061,NN,79293,41826,   665.0,Meall A' Choire Chreagaich
W,604062,NH,36071,22092,   680.0,Meall A Chrathaich
W,604063,NC,53693,04210,   364.0,Meall A Ghruididh
W,604064,NG,55382,30777,   284.0,Meall A Mhaoil S9695 T Courtney
W,604065,NG,75056,83102,   212.0,Meall A'bhainne pub pil s9419 jd
W,604066,NG,62271,57592,   126.0,Meall Acairseid
W,604067,NB,99883,10966,   204.0,Meall An Fheadain
W,604068,NG,45668,35094,   291.0,Meall An Fhuarain
W,604069,NC,28068,02397,   578.0,Meall An Fhuirain
W,604070,NM,46593,56585,   264.0,Meall An Inbhire
W,604071,NN,54209,23408,   852.0,Meall An T-Seallaidh
W,604072,NG,81649,64584,   477.0,Meall An Tuim Bhuidhe
W,604073,NN,11578,78958,   327.0,Meall Bhanabhie S9727 Pub Pil Jd 02
W,604074,NN,07741,95045,   657.0,Meall Blair
W,604075,NN,66825,69594,   685.0,Meall Breac
W,604076,NN,51442,39704,  1040.0,Meall Chaordie
W,604077,NN,48390,55675,   466.0,Meall Chomraidh
W,604078,NN,88660,41495,   690.0,Meall Dearg S1589 Pub Pil Pass 02
W,604079,NF,78781,19445,    28.0,Meall Dubh
W,604080,NH,62513,99657,   334.0,Meall Eachainn
W,604081,NG,77906,40981,   710.0,Meall Gorm
W,604082,NG,73269,44062,   325.0,Meall Loch An Fheoir
W,604083,NN,41661,79707,   514.0,Meall Luidh Mor
W,604084,NH,51525,74565,   739.0,Meall Mor
W,604085,NG,79827,78825,   166.0,Meall Na Dubh Chlaise pub pil s9502 jd
W,604086,NH,70898,32657,   514.0,Meall Na Fuar Ghlaic
W,604087,NG,76932,74298,    81.0,Meall Na H-Airde pub pil s9451 jd
W,604088,NH,51526,00047,   862.0,Meall Na H-Aisre
W,604089,NH,53708,32617,   465.0,Meall Na H'eilrig
W,604090,NG,77896,65799,   288.0,Meall Na H-Uamha
W,604091,NN,92866,33893,   624.0,Meall Nan Caoraich
W,604092,NM,64267,27624,   698.0,Meall Nan Capull
W,604093,NM,50386,68137,   437.0,Meall Nan Con S5916 Pub Pil Pass 02
W,604094,NM,63206,64308,   490.0,Meall Nan Each
W,604095,NM,52292,42904,   264.0,Meall Nan Gabhar
W,604096,NN,29876,99518,   262.0,Meall Nan Reitheachan
W,604097,NN,87676,32610,   667.0,Meall Reamhar
W,604098,NN,87741,29772,   648.0,Meall Tarsuinn
W,604099,NG,82073,84008,   163.0,Meall Tioram
W,604100,NH,11694,68949,   690.0,Meallan Chuaich
W,604101,NC,35720,39150,   802.0,Meallan Liath
W,604102,SS,72742,18640,   231.0,Measbury Moor
W,604103,NX,50058,90980,   696.0,Meaul
W,604104,TQ,43846,00986,    75.0,Meeching Down
W,604105,NT,46624,36006,   423.0,Meigle Hill
W,604106,NJ,47164,49563,   366.0,Meikle Balloch
W,604107,NX,54769,61286,   336.0,Meikle Bennan
W,604108,NS,66720,82180,   570.0,Meikle Bin
W,604109,NX,69703,66450,   176.0,Meikle Dornell
W,604110,NS,57929,55104,   133.0,Meikle Dripps
W,604111,NJ,35941,28746,   539.0,Meikle Firbriggs
W,604112,NH,84978,53333,    40.0,Meikle Kildrummie
W,604113,NX,51839,82885,   746.0,Meikle Millyea
W,604114,NJ,72278,02587,   360.0,Meikle Tap
W,604115,NM,82151,87256,   710.0,Meith Bheinn
W,604116,SN,85502,25476,   384.0,Meity-Fawr
W,604117,ST,59357,06701,   153.0,Melbury Bubb
W,604118,SS,38134,19513,   217.0,Melbury Hill
W,604119,ST,87317,19715,   263.0,Melbury Hill
W,604120,NY,77166,29080,   768.0,Meldon Hill
W,604121,SX,69567,86106,   390.0,Meldon Hill
W,604122,NJ,65741,30760,   159.0,Mellenside
W,604123,SD,65747,31289,   223.0,Mellor pil s4486 I Smith 10 04
W,604124,NU,04744,21909,    78.0,Menceles
W,604125,NT,12154,50534,   452.0,Mendick Hill
W,604126,ST,61940,46752,   297.0,Mendip Golf Links
W,604127,NN,54739,02002,   400.0,Menteith Hill
W,604128,NO,36758,31111,   113.0,Menzies Hill
W,604129,SP,17582,45324,   194.0,Meon Hill S4374 Pri Pil Pass 02
W,604130,SO,30349,44718,   319.0,Merbach Hill
W,604131,TQ,25237,20528,    26.0,Mercers Farm
W,604132,SO,96499,60133,    56.0,Mere Court
W,604133,NX,42757,85549,   845.0,Merrick
W,604134,ST,20924,35414,   211.0,Merridge
W,604135,TQ,04044,49890,   150.0,Merrow Downs
W,604136,SY,59753,84326,    76.0,Merry Hill
W,604137,SX,28119,65575,   160.0,Merrymeet
W,604138,SU,89963,02909,     8.0,Merston
W,604139,SN,36408,20746,   164.0,Merthyr
W,604140,SN,95690,36501,   424.0,Merthyr Cynog
W,604141,TM,31246,80009,  8888.0,Metfield Nm
W,604142,TM,29956,78923,    52.0,Metfield Wtr Tank Auxillary
W,604143,SE,04412,70414,   575.0,Meugher
W,604144,SU,33938,27377,    83.0,Michelmersh
W,604145,NY,82610,24536,   758.0,Mickle Fell
W,604146,SD,93026,52953,   178.0,Mickleber Hill
W,604147,TQ,17892,53518,   143.0,Mickleham Down
W,604148,NZ,08423,61266,   206.0,Mickley
W,604149,SJ,63598,47363,    63.0,Mickley Hall Farm pub pil S4542 K Stevens
W,604150,HY,33576,24879,   194.0,Mid Hill
W,604151,NX,28873,89561,   412.0,Mid Hill
W,604152,NY,34483,85524,   327.0,Mid Hill
W,604153,HY,35833,20730,   222.0,Mid Twr Pub Pil Int 02
W,604154,NZ,22422,70907,    71.0,Middle Brunton W Fm Pil S4168 G Jones 11 02
W,604155,SD,50874,55249,   137.0,Middle Crag
W,604156,SZ,47359,87992,   124.0,Middle Down
W,604157,NY,74928,44060,   576.0,Middle Fell
W,604158,TL,94824,15899,    31.0,Middle Field Hill
W,604159,ST,32708,66046,    48.0,Middle Hope
W,604160,NT,46933,68685,   104.0,Middle Mains
W,604161,TL,27783,89610,     0.0,Middle Moor Mh
W,604162,NS,71577,39631,   358.0,Middle Rig
W,604163,NS,46920,66806,     7.0,Middle Walkinshaw
W,604164,NJ,98924,65222,    37.0,Middleburgh
W,604165,SK,82113,88945,    36.0,Middlefield
W,604166,NS,68110,30735,   466.0,Middlefield Law
W,604167,SE,10519,87431,   236.0,Middleham Low Moor
W,604168,SD,96322,71056,   434.0,Middlesmoor Pasture
W,604169,NY,65285,01274,   486.0,Middleton
W,604170,SE,91698,48622,   104.0,Middleton Wold
W,604171,NY,82401,87118,   326.0,Midhopelaw Pike
W,604172,HY,32068,04899,   158.0,Midland Hill
W,604173,HY,23755,13418,   158.0,Miffia Hill
W,604174,TL,95933,46384,    83.0,Milden
W,604175,TA,33041,23954,    15.0,Mile House
W,604176,SE,91041,83799,   150.0,Milebush
W,604177,SP,67112,47760,   120.0,Mileoak Farm S7335 Pri Pil Pass 02
W,604178,SU,83590,52980,    96.0,Miles Hill
W,604179,NX,79707,74363,   297.0,Milharay Hill
W,604180,NY,97315,68989,   269.0,Military Road
W,604181,SK,09350,49560,   286.0,Milk Hill pil pub s4126 K Stevens
W,604182,NJ,09035,50103,   371.0,Mill Buie
W,604183,SE,17739,28933,   165.0,Mill Carr Hill
W,604184,SP,68331,21683,    96.0,Mill Hill Pri Rem G Nelson 02
W,604185,TA,14306,15238,    17.0,Mill Hill
W,604186,SE,63672,66930,    78.0,Mill Hill Farm
W,604187,NJ,57210,06770,   407.0,Mill Maud
W,604188,NO,68793,69301,    56.0,Mill Of Barnes
W,604189,NT,90441,68455,   147.0,Millars Moss Hill
W,604190,SE,26170,19212,    49.0,Millbank
W,604191,SP,72994,99344,   190.0,Millfield Clump
W,604192,NX,47813,75463,   657.0,Millfore
W,604193,NJ,75045,62498,   170.0,Millhow
W,604194,NY,31534,71709,    62.0,Milligansbush
W,604195,SD,58263,92110,   335.0,Millrigg Moor
W,604196,NJ,20560,57841,   111.0,Milltown
W,604197,SE,33584,17173,    32.0,Milnthorpe
W,604198,NN,89438,24943,   350.0,Milquhanzie Hill
W,604199,ST,81285,01838,   179.0,Milton Abbas Sc S5908 Pub Pil Pass 02
W,604200,SU,19217,58455,   239.0,Milton Hill
W,604201,NS,82553,49528,   155.0,Miltonhead
W,604202,NT,35864,33059,   567.0,Minch Moor
W,604203,SN,08844,03174,   100.0,Minerton
