H  SOFTWARE NAME & VERSION
I  GPSU 4.04,
S SymbolSet=0

H : Data Source Is Ordnance Survey
H : Please Acknowledge If Re-Posting
  - Pub = Public Access (Not Guaranteed)
  - Pri = On Private Land - Permission Reqd
  - Pil = Pillar Is Intact
  - Stu = Only Stump / Base Remains
  - Rem = No Sign Of Pillar
  - Unk = State Of Pillar Unknown
  - Source Of Access Etc Data
  - Pass = Os Passive Stns
  - Int = Internet Trawl
  - Nm = Not On Current 50K Map
  - Mh = Height Is From Map
  - Mc = Coordinates Are From Map
  

H R DATUM
M E   Ord Srvy Grt Britn,075, 5.7360400E+02, 1.1960020E-05,375,-111,431

H  COORDINATE SYSTEM
U  BRITISH GRID

W,602207,NY,21481,49183,    43.0,Dundraw pil pub s6825 P Whittaker 08 04 
W,602208,NT,27468,49095,   623.0,Dundreich
W,602209,ST,55337,66719,   233.0,Dundry Pil Pub S3267 G Jones 3 03
W,602210,NN,94346,54918,   409.0,Dunfallandy Hill
W,602211,NS,94276,30558,   510.0,Dungavel Hill East
W,602212,NS,67548,35433,   458.0,Dungavel West
W,602213,ST,68953,07157,   183.0,Dungeon Hill
W,602214,NX,57438,67543,   222.0,Dunharberry
W,602215,SD,80829,55202,   217.0,Dunhazels Farm
W,602216,NO,35009,01085,    50.0,Duniface Hill
W,602217,NT,62577,18996,   335.0,Dunion Hill
W,602218,TQ,11219,49042,   227.0,Dunley Wood
W,602219,TL,64887,22350,    89.0,Dunmow
W,602220,ND,20525,76512,   127.0,Dunnet Head S4781 Pub Pil Pass 02
W,602221,NO,50199,49089,   211.0,Dunnichen Hill
W,602222,SZ,56784,80150,   236.0,Dunnose S2506 Pub Pil Pass 02
W,602223,NT,25370,31587,   742.0,Dunrig S1571 Pub Pil Pass 02
W,602224,NS,23997,72628,   298.0,Dunrod Hill
W,602225,NT,28318,73514,    91.0,Dunsapie Tank
W,602226,SU,73280,78197,   103.0,Dunsden S6088 Pri Pil Jd 02
W,602227,SP,93594,10596,   217.0,Dunsley Farm S4458 Pub Pil Jd 02
W,602228,TL,00880,19418,   244.0,Dunstable Down Bm2951 Pub Pil Jd 02
W,602229,NT,71408,62956,  8888.0,Dunter Law
W,602230,TQ,64450,88885,    40.0,Dunton Hills
W,602231,NG,15828,54948,   314.0,Dunvegan Head
W,602232,TM,47732,68365,    21.0,Dunwich Common Pub Pil Jd 02
W,602233,SJ,95148,55116,   231.0,Dunwood pil pri s2690 K Stevens 06 04
W,602234,SU,19369,01053,    76.0,Dur Hill Down
W,602235,SE,32418,18090,    25.0,Durkar
W,602236,SU,52903,17241,    70.0,Durley Manor
W,602237,NJ,57101,63852,   199.0,Durn Hill
W,602238,TQ,63735,71910,    48.0,Durndale
W,602239,NM,24382,38789,    87.0,Dutchmans Cap
W,602240,SD,60873,25706,   151.0,Duxon Hill Mh
W,602241,SN,69513,25875,   131.0,Dyffryn Ceidrych
W,602242,NS,49812,62326,    52.0,Dykebar Hill
W,602243,NS,57618,21765,   201.0,Dykes
W,602244,SN,47026,04315,   193.0,Dythel
W,602245,NC,33602,16429,   716.0,Eagle Rock
W,602246,NY,09774,27132,   166.0,Eaglesfield
W,602247,ST,56799,52325,   290.0,Eaker Hill
W,602248,SK,67036,60655,   115.0,Eakring Brail
W,602249,NY,82924,81494,   241.0,Ealingham Rigg
W,602250,NR,89669,89310,   233.0,Earbaige
W,602251,SJ,67303,60065,    52.0,Eardswick Hall rem pri K Stevens
W,602252,TM,14567,17394,    20.0,Earls Hall
W,602253,SJ,40948,04837,   320.0,Earls Hill
W,602254,NS,56985,83800,   579.0,Earls Seat
W,602255,NH,96170,54270,   106.0,Earlseat
W,602256,NR,84882,53478,    13.0,Eascairt Point
W,602257,SX,72946,82308,   439.0,Easdon Tor Pub Pil Int 02
W,602258,NZ,74995,19474,   214.0,Easington Pri Pil S2949 G Jones 2 03
W,602259,SP,68884,10632,   142.0,Easington
W,602260,NT,22035,99898,   192.0,East Auchmuir
W,602261,NX,32802,47157,   138.0,East Barr
W,602262,SD,73133,91938,   676.0,East Baugh Fell
W,602263,TG,15792,40911,    99.0,East Beckham S5273 T Courtney
W,602264,NZ,28946,69005,    62.0,East Benton Fm Rem G Jones 11 02
W,602265,TQ,34493,03948,   108.0,East Brighton Golf Course
W,602266,SX,76052,43239,   104.0,East Charleton
W,602267,NO,07270,42159,   204.0,East Cult
W,602268,SU,27786,26069,   112.0,East Dean
W,602269,TV,58850,98181,   168.0,East Dean Hill
W,602270,HY,59124,09621,    48.0,East Denwick
W,602271,ST,58786,15839,   110.0,East Farm
W,602272,NS,42938,64580,    24.0,East Fulton
W,602273,SU,37505,76876,   187.0,East Garston
W,602274,NZ,30478,39030,   104.0,East Grange
W,602275,TL,68627,53853,   107.0,East Green
W,602276,SO,79583,64742,    81.0,East Grove Farm
W,602277,TL,75671,01115,    70.0,East Hanningfield
W,602278,NU,04630,18094,   187.0,East Hill
W,602279,SX,59577,93894,   349.0,East Hill
W,602280,SY,12462,94536,   247.0,East Hill
W,602281,TQ,83309,10049,   101.0,East Hill
W,602282,NY,09935,30481,    87.0,East House
W,602283,SK,51323,55760,   195.0,East Kirkby Resr
W,602284,SK,56273,27936,    95.0,East Leake
W,602285,SS,25050,06822,   149.0,East Leigh
W,602286,NY,91301,56871,   246.0,East Lightside Farm
W,602287,NO,24447,06094,   425.0,East Lomond
W,602288,TA,13949,24226,     3.0,East Marsh Nm Mh
W,602289,TA,13580,32807,    11.0,East Mount
W,602290,ST,83964,18199,   118.0,East Orchard
W,602291,SX,35459,92668,   176.0,East Panson
W,602292,SX,72799,37063,   132.0,East Sewer
W,602293,SU,31930,72181,   173.0,East Soley
W,602294,NO,53830,73201,   634.0,East Wirren
W,602295,ST,01112,32050,  8888.0,East Withy Farm Nm
W,602296,TL,91943,89941,    34.0,East Wretham
W,602297,SS,46813,42886,   200.0,Eastacott Hill
W,602298,NN,94695,08010,   476.0,Eastbow Hill
W,602299,SS,38689,03602,   202.0,Eastcombe
W,602300,NS,90354,68015,   250.0,Eastcraigs Hill
W,602301,NO,53314,14397,   110.0,Easter Balrymonth
W,602302,NS,85968,62255,   291.0,Easter Fortissat
W,602303,NT,54454,37103,   282.0,Easter Housebyres
W,602304,NH,55677,47721,     4.0,Easter Lovat
W,602305,NT,72664,26410,    89.0,Easter Wooden
W,602306,SX,92423,66819,   129.0,Easterfield
W,602307,TL,04162,65690,    83.0,Eastfield Farm
W,602308,SU,63209,16279,   128.0,Easthoe Farm
W,602309,SU,68175,12354,    72.0,Eastland Gate
W,602310,SZ,83431,97301,     5.0,Easton Farm
W,602311,SK,76706,28784,   160.0,Eastwell
W,602312,TQ,85895,88971,    15.0,Eastwood
W,602313,NF,89890,60513,   348.0,Eaval
W,602314,SE,18168,36223,   212.0,Eccleshill
W,602315,SK,09979,57998,   370.0,Ecton Hill pil pub S2765 T Courtney
W,602316,SK,12927,87809,   590.0,Edale Moor  pub pil S4231 Mh T Courtney
W,602317,NZ,43468,41110,   121.0,Eden Hall
W,602318,SD,66159,34030,    83.0,Edenholme
W,602319,ST,20294,28557,    45.0,Edgeborough
W,602320,SK,67714,56405,    58.0,Edingley s4850 T Courtney
W,602321,NT,22731,40487,   332.0,Edston Hill
W,602322,SS,19970,05864,    60.0,Efford Beacon
W,602323,SX,51424,56621,    79.0,Efford Fort
W,602324,SX,50017,58087,   109.0,Egg Buckland Fort
W,602325,SY,54639,94431,   252.0,Eggardon Hill
W,602326,SP,76248,34827,   117.0,Eggborough Plough
W,602327,NX,48733,47261,    50.0,Eggerness
W,602328,NZ,01331,25041,   461.0,Eggleston Moor
W,602329,NZ,07798,11560,   222.0,Eggmartin Hill
W,602330,SK,86466,06590,   150.0,Egleton
W,602331,NT,54823,32291,   422.0,Eildon Mid Hill
W,602332,NM,63828,09760,    77.0,Eileach An Naoimh
W,602333,NC,63816,65605,    75.0,Eilean Nan Ron
W,602334,NM,64903,74163,   265.0,Eilean Shona
W,602335,NB,30525,30469,   224.0,Eitshal
W,602336,SO,86917,55821,   100.0,Elbury Park
W,602337,NZ,24391,27682,   168.0,Eldon Hall Farm
W,602338,NM,86268,16580,   267.0,Eleraig
W,602339,NG,52736,13458,   119.0,Elgol pil pub s9509 jd 05 04
W,602340,SU,07309,51369,   186.0,Ell Barrow
W,602341,NU,16807,30270,    61.0,Ell Hill
W,602342,SJ,42174,35381,   123.0,Ellesmere Point pil pri S3105 K Stevens 03 04
W,602343,NT,74733,01206,   498.0,Ellis Crag
W,602344,SO,82613,48754,    62.0,Elm Bank
W,602345,ST,56562,69798,    63.0,Elm Farm
W,602346,SE,46062,56368,    46.0,Elm Field
W,602347,TQ,94376,68342,     2.0,Elmley
W,602348,ST,36131,02397,   192.0,Elmore Farm
W,602349,SK,49729,72207,   161.0,Elmton
W,602350,TA,02742,13615,    94.0,Elsham Hill
W,602351,SD,94432,47203,   388.0,Elslack Moor
W,602352,SS,81219,41514,   444.0,Elsworthy
W,602353,TL,26808,59653,    63.0,Eltisley
W,602354,SK,22069,60220,   330.0,Elton Common pil pri s4204 K Stevens 11 04
W,602355,SE,68648,47864,    13.0,Elvington
W,602356,NZ,41064,31399,   115.0,Embleton Old Hall
W,602357,SK,23987,93364,   385.0,Emlin Ridge Mh
W,602358,ND,34733,64422,    78.0,Enag
W,602359,SU,11892,50111,   142.0,Enford Twr
W,602360,NS,56212,06742,   569.0,Enoch Hill
W,602361,NF,97758,85799,    49.0,Ensay Island (South)
W,602362,HY,40774,20729,   141.0,Enzie Hill
W,602363,TQ,21149,07866,   105.0,Erringham Hill
W,602364,NZ,62930,20210,   179.0,Errington Wood
W,602365,NX,41075,80756,   348.0,Eschoncan
W,602366,SN,75639,56141,   485.0,Esgair Cerig
W,602367,SN,70796,57154,   486.0,Esgair Fraith
W,602368,SN,65517,64195,   266.0,Esgair Maen Fach
W,602369,SN,56695,75939,   192.0,Esgair-Hir Farm
W,602370,SN,49550,26287,   288.0,Esgerholyw
W,602371,NZ,18702,43527,   237.0,Esh
W,602372,HU,21053,78028,    61.0,Esha Ness
W,602373,NY,05744,17445,   209.0,Eskett Farm
W,602374,NT,34729,57038,   298.0,Esperston Law
W,602375,NZ,56843,18321,   242.0,Eston Beacon
W,602376,SU,03285,60142,   190.0,Etchilhampton Hill
W,602377,NZ,17883,28999,   167.0,Etherley Lane
W,602378,TL,92478,79611,    49.0,Euston Park
W,602379,SP,58112,57609,   186.0,Everdon
W,602380,TL,35240,52492,    77.0,Eversden Mh
W,602381,SP,08198,39396,    78.0,Evesham Road Resr
W,602382,HU,45747,83965,   164.0,Evra Houll
W,602383,NY,28329,87383,   446.0,Ewe Hill
W,602384,SU,34325,80797,   216.0,Ewe Hill
W,602385,NT,77736,68776,   252.0,Ewieside Hill Mh
W,602386,SU,60253,22462,   201.0,Exton Pub Pil
W,602387,SD,87492,33999,   242.0,Extwistle Hill
W,602388,SD,89982,33727,   378.0,Extwistle Moor
W,602389,SX,90358,94980,    73.0,Exwick Barton
W,602390,SP,96386,45498,    99.0,Eyreswood Farm
W,602391,HZ,20838,73402,   217.0,Fair Isle Mh
W,602392,SU,50074,18247,    60.0,Fair Oak
W,602393,SD,59098,46820,   511.0,Fair Snape Fell
W,602394,SO,34686,14714,   178.0,Fair View
W,602395,SK,07770,74422,   355.0,Fairfield pil pri s2774 K Stevens 
W,602396,TQ,84340,11923,   176.0,Fairlight Down S1833 Pub Pil Pass 02
W,602397,ST,12955,77612,    77.0,Fairwater
W,602398,SS,57087,92348,   104.0,Fairwood
W,602399,TF,04305,86404,    15.0,Faldingworth
W,602400,SK,27612,65478,   327.0,Fallinge
W,602401,NT,38183,71356,   145.0,Falside Hill
W,602402,SN,96461,18941,   715.0,Fan Fawr
W,602403,SN,95793,22786,   629.0,Fan Frynych
W,602404,SN,88055,19072,   725.0,Fan Gihirych
W,602405,SN,67517,31467,   266.0,Fan Hill
W,602406,SN,91331,18407,   664.0,Fan Nedd Pub Pil Int
W,602407,NT,56964,03186,   515.0,Fanna Hill
W,602408,NT,62837,40130,   246.0,Fans Hill
W,602409,NC,38776,71580,   101.0,Faraid Head
W,602410,TL,22773,92128,     1.0,Farcet Fen
W,602411,TL,19887,94199,    19.0,Farcet Manor Farm
W,602412,SE,75956,63281,    91.0,Farfield
W,602413,SU,62207,47846,   191.0,Farleigh Hill
W,602414,SK,30053,62072,   302.0,Farley
W,602415,SU,40330,29048,   175.0,Farley Mount 11621 Pub Pil Pass 02
W,602416,NH,48797,47717,   339.0,Farley Wood
W,602417,SO,63918,80627,   228.0,Farlow
W,602418,ST,43071,07331,   202.0,Farm Six
W,602419,SU,43436,81976,   218.0,Farnborough S5725 Pub Pil Jd 02
W,602420,SN,77686,07727,   353.0,Farteg Hill
W,602421,TR,29721,39956,  8888.0,Farthingloe Nm
W,602422,NO,34225,85767,   721.0,Fasheilach
W,602423,NN,02162,78268,     4.0,Fassfern S9707 Pub Pil Pass 02
W,602424,NY,51083,54809,   132.0,Faugh
W,602425,TR,01255,59543,    47.0,Faversham Resr
W,602426,NT,63005,13916,   332.0,Faw Hill
W,602427,SU,75206,86515,   147.0,Fawley S5994 Pri Pil Jd 02
W,602428,SP,80590,75413,   143.0,Faxton S2074 Pub Pil Pass 02
W,602429,TL,06679,78493,    76.0,Fayway
W,602430,HY,53271,09722,    43.0,Fea Hill
W,602431,SE,04643,01169,   541.0,Featherbed Moss pil pub s2628 K Stevens
W,602432,NB,30127,14625,   329.0,Feirihisval
W,602433,NJ,65876,43531,   224.0,Feith Hill
W,602434,NZ,11235,05500,   375.0,Feldom
W,602435,SN,45828,22318,   164.0,Felin Wen
W,602436,SD,57902,51482,   478.0,Fell Top
W,602437,NY,13220,24247,   416.0,Fellbarrow
W,602438,NY,76462,59445,   337.0,Fellhouse Fell
W,602439,NY,87702,33336,   696.0,Fendrith Hill
W,602440,NM,86588,44649,    82.0,Fennaerochan 10518 Pub Pil Jd 02
W,602441,SZ,06446,99875,    34.0,Fern Down
W,602442,SO,86007,43232,    52.0,Fern Hill
W,602443,NT,87505,60650,   128.0,Ferney Castle
W,602444,SD,67254,24763,   219.0,Fernhurst Hill pil s4562 I Smith 11 04
W,602445,NT,29663,69199,   117.0,Ferniehill
W,602446,NH,68372,65973,    69.0,Ferryton
W,602447,TM,07814,83890,    58.0,Fersfield
W,602448,HU,62229,93521,   159.0,Fetlar S4928 Pri Pil Pass 02
W,602449,SS,91899,89550,   356.0,Ffawyddog
W,602450,SN,51889,45770,   179.0,Ffinant Uchaf
W,602451,SO,04719,86306,   516.0,Ffinnant
W,602452,SN,77778,39330,   342.0,Fforest
W,602453,SN,90586,27719,   381.0,Fforest Fach
W,602454,SJ,05541,60174,   344.0,Ffridd Fawr
W,602455,SN,92748,43358,   475.0,Ffynnon Bevan
W,602456,SN,18734,50569,   150.0,Ffynnon Cyff
W,602457,SN,25372,36465,   218.0,Ffynnon Helyg
W,602458,SN,66614,86673,   311.0,Ffynnon Wared
W,602459,SP,43137,82310,   118.0,Field Barn
W,602460,SO,63842,69958,   100.0,Field Farm
W,602461,SE,33498,22610,    79.0,Field Head
W,602462,SU,42828,23764,    86.0,Field House
W,602463,TL,02845,07797,   162.0,Fieldsend
W,602464,SP,21554,05813,   122.0,Filkins
W,602465,SK,95595,86574,    67.0,Fillingham
W,602466,SE,89367,59819,   155.0,Fimberfields
W,602467,NS,15102,80335,   198.0,Finbracken Hill
W,602468,NJ,25812,54914,   339.0,Findlays Seat
W,602469,NO,93447,97483,    90.0,Findon
W,602470,NZ,24472,45708,   153.0,Findon Cottages
W,602471,NO,54956,60533,   128.0,Findowrie
W,602472,NM,93736,19605,   515.0,Fineglen
W,602473,SE,40118,99276,    79.0,Fingay Hill
W,602474,NY,14968,95090,   388.0,Fingland Fell
W,602475,NY,27404,57503,    30.0,Fingland Rigg
W,602476,HU,46065,51717,    67.0,Finnister
W,602477,NH,14750,62148,   934.0,Fionn Bheinn
W,602478,SK,49516,79610,   155.0,Fir Hill
W,602479,SU,00484,29677,   159.0,Fir Hill
W,602480,TQ,48557,05922,   218.0,Firle Beacon S1836 Pub Pil Pass 02
W,602481,NT,02630,45854,   265.0,Firpark Wood
W,602482,SD,92594,74835,   607.0,Firth Fell
W,602483,NY,16881,87719,   251.0,Firtree Hill
W,602484,TF,05886,72569,    15.0,Fiskerton
W,602485,HU,34633,13547,   283.0,Fitful Head
W,602486,HY,42977,44871,   170.0,Fitty Hill
W,602487,SY,99037,86761,    20.0,Fitzworth Farm
W,602488,SZ,39010,85192,   164.0,Five Barrows
W,602489,NS,84285,40784,   329.0,Five Dykes
W,602490,NY,95631,74345,   161.0,Five Lane Ends
W,602491,NZ,01272,32895,   479.0,Five Pikes
W,602492,SJ,32639,23549,    92.0,Five Turnings rem pri K Stevens 05 04
W,602493,SE,12564,19897,   257.0,Fixby Ridge
W,602494,SO,64553,54410,   174.0,Flaggoners Green
W,602495,SO,38199,02150,   110.0,Flagstaff Hill
W,602496,SO,75190,67219,   284.0,Flagstaff Wood Abberley
W,602497,SD,87710,52225,   219.0,Flambers Hill
W,602498,TA,24959,70808,    52.0,Flamborough Head S6327 T Courtney
W,602499,SK,28492,78842,   395.0,Flask Edge pub pil S2132 K Stevens
W,602500,SK,89973,39485,   112.0,Flat Cliff
W,602501,SU,07517,84981,   157.0,Flaxlands Resr
W,602502,SP,50992,63420,   164.0,Flecknoe
W,602503,SY,62732,80579,    67.0,Fleet
W,602504,NT,11181,83224,    40.0,Fleet Recreation Ground
W,602505,TQ,01153,22264,   151.0,Flexham Park
W,602506,TF,27035,76173,   138.0,Flint Hill
W,602507,TQ,04394,30235,    43.0,Flitchfold Farm
W,602508,ND,35260,93887,    59.0,Flotta
W,602509,TL,73340,33833,    92.0,Flowers Hall
W,602510,ST,61857,69562,    71.0,Flowers Hill
W,602511,NY,46409,28569,   281.0,Flusco Pike pil pri s6481 K Stevens 04 04
W,602512,SH,49977,68430,    59.0,Fodol see 4886 pil pri 10845 K Stevens 06 04
W,602513,SJ,18791,39099,   522.0,Foel pub pil s3127 K Stevens 03 04
W,602514,SN,82832,95363,   564.0,Foel Fadian
W,602515,SS,85747,95254,   348.0,Foel Fawr
W,602516,SH,69653,68173,   943.0,Foel Fras pil pub s7491 K Stevens 07 04
W,602517,SS,78280,93594,   370.0,Foel Fynyddau
W,602518,SJ,02245,62237,   378.0,Foel Gasyth
W,602519,SH,95380,42290,   611.0,Foel Goch
W,602520,SN,91819,78577,   481.0,Foel Gurig
W,602521,SH,70196,20072,   321.0,Foel Ispri
W,602522,SN,93854,08729,   371.0,Foel Penderyn
W,602523,SS,83966,93774,   369.0,Foel Trawsnant
W,602524,SN,15772,33600,   365.0,Foel Trigarn
W,602525,SH,93709,27524,   627.0,Foel Y Geifr
W,602526,TM,08495,92615,    61.0,Folly Farm Mh
W,602527,SK,82593,42721,  8888.0,Folly Hill Nm
W,602528,TA,12676,02763,   141.0,Fonaby Top
W,602529,NT,37032,66297,   193.0,Fordel Mains
W,602530,SK,51310,93373,   143.0,Fordoles
W,602531,SU,45569,85111,   203.0,Fore Down S5826 Pub Pil Jd 02
W,602532,NS,46062,57585,   211.0,Foreside
W,602533,SK,57104,65464,   117.0,Forest Hill
W,602534,NJ,78304,10966,   183.0,Fornet
W,602535,NJ,86753,16218,   102.0,Forresterseat
W,602536,TQ,73323,66443,    94.0,Fort Borstal
W,602537,TQ,53300,66898,   113.0,Fort Farningham
W,602538,SZ,60741,97520,    13.0,Fort Gilkicker
W,602539,SU,67923,06434,    97.0,Fort Purbrook
W,602540,SU,59388,01126,    19.0,Fort Rowner
W,602541,SM,94336,06635,    81.0,Fort Scoveston
W,602542,SU,62737,06949,   131.0,Fort Southwick
W,602543,NH,71493,57370,   192.0,Fortrose Hill
W,602544,SU,31382,56677,   258.0,Fosbury Camp
W,602545,SP,10093,13901,   202.0,Fosse Way
W,602546,NO,46702,45391,   251.0,Fothringham Hill
W,602547,NJ,60317,33234,   467.0,Foudland Hill
W,602548,HT,94780,39508,   418.0,Foula Mh
W,602549,NY,58594,95077,   397.0,Foulmire Heights
W,602550,TQ,42236,20000,    55.0,Founthill Resr
W,602551,SU,68246,34579,   215.0,Four Marks S1672 Pub Pil Pass 02
W,602552,NY,91290,83667,   343.0,Fourlaws Hill
W,602553,NJ,57090,45812,   344.0,Fourman Hill
W,602554,NJ,99566,23334,    40.0,Foveran
W,602555,SX,68974,55248,   182.0,Fowelscombe
W,602556,TL,41544,44977,    38.0,Fowlmere
W,602557,NZ,14099,10635,   177.0,Fox Covert
W,602558,TQ,57325,98533,   104.0,Fox Hatch
W,602559,SP,48914,60939,   205.0,Fox Hill
W,602560,TL,33058,81575,    20.0,Fox Hole Hill
W,602561,SX,22632,78594,   323.0,Fox Tor
W,602562,SO,32582,89760,   247.0,Foxholme
W,602563,TG,26238,02646,    75.0,Framingham
W,602564,SO,99259,79724,   256.0,Frankley Beeches
W,602565,TF,92508,10418,    95.0,Fransham
W,602566,NU,14130,09371,   251.0,Freemanshill Moor
W,602567,SN,20298,34911,   395.0,Freni Fawr
W,602568,SK,69221,16777,   103.0,Frisby Lodge
W,602569,TQ,50879,01072,    97.0,Frog Firle S1838 Pub Pil Pass 02
W,602570,TL,87200,91090,    56.0,Frog Hill
W,602571,TQ,11509,38167,    95.0,Froggetts Farm
W,602572,ST,76474,48088,   134.0,Frome Resr
W,602573,SN,70380,77561,   340.0,Fron Ddu
W,602574,SN,69836,61070,   315.0,Fron Felen
W,602575,SN,42777,54249,   290.0,Fron Hill
W,602576,SW,54831,33214,    61.0,Frythens
W,602577,NG,97545,48945,   907.0,Fuar Tholl
W,602578,NF,73492,08267,    89.0,Fuday
W,602579,NF,74056,02267,   108.0,Fuiay
W,602580,SU,36919,39761,    96.0,Fullerton
W,602581,NS,36745,23176,    47.0,Fulshawwood
W,602582,SX,89469,53185,   179.0,Furland
W,602583,SX,78059,45854,   149.0,Fursdon
W,602584,SS,22883,14990,   191.0,Furze Farm
W,602585,ST,87791,37907,   238.0,Furze Hedge Barn
W,602586,SU,87108,82618,    65.0,Furze Platt S3808 Pub Pil Jd 02
W,602587,TQ,13816,47798,   161.0,Furzefield
W,602588,SU,65682,10862,    43.0,Furzeley Corner
W,602589,TF,10962,01874,    52.0,G Spinney Field
W,602590,SP,28663,81536,   135.0,Gables
W,602591,SN,63217,28537,   291.0,Gaer Fach
W,602592,ST,51677,98067,   261.0,Gaer Hill
W,602593,SJ,02550,40751,   392.0,Gaerwen
W,602594,NT,95588,28164,   319.0,Gains Law
W,602595,HY,44116,22336,   102.0,Gairsay
W,602596,NT,50546,16427,   222.0,Gala Law
W,602597,SX,47964,85828,   255.0,Galford Down
W,602598,NS,45332,82093,   170.0,Gallangad Muir
W,602599,HP,57525,00719,    99.0,Gallow Hill
W,602600,NH,80158,66252,   156.0,Gallow Hill
W,602601,NJ,67800,63736,    88.0,Gallow Hill
W,602602,NS,97567,88120,    95.0,Gallowridge
W,602603,SX,87853,65075,   157.0,Gallows Gate Resr
W,602604,NJ,72826,24660,   177.0,Gallows Hill
W,602605,TL,86426,85231,    53.0,Gallows Hill
W,602606,SS,49143,24794,   152.0,Gammaton Cross
W,602607,SN,94670,61219,   600.0,Gamrhiw
W,602608,TA,14194,34249,     8.0,Ganstead Farm
W,602609,NR,92361,80943,   155.0,Ganuisg
W,602610,NY,64122,63468,   290.0,Gapshields
W,602611,SK,50600,76325,   148.0,Gapsick
W,602612,NS,02470,23706,   293.0,Garbad
W,602613,NM,87688,37480,   107.0,Garbh Ard
W,602614,NM,42382,64487,   144.0,Garbhlach Mhor
W,602615,SW,88718,43960,    97.0,Gare
W,602616,SN,99890,97789,   485.0,Gareg Hir
W,602617,SN,74034,17911,   617.0,Gareg Lwyd S5314 Pub Pil Pass 02
W,602618,NT,12401,20153,   681.0,Garelet Hill
W,602619,SE,41454,32109,   103.0,Garforth Cliff S2573 Pub Pil Pass 02
W,602620,TQ,47879,69231,    81.0,Garland Hill
W,602621,NZ,06093,99148,   268.0,Garleigh Moor
W,602622,NX,43162,72905,   447.0,Garlick Hill
W,602623,SS,95223,92718,   517.0,Garn Fawr
W,602624,SN,73996,61064,   542.0,Garn Gron
W,602625,SH,37049,35372,    72.0,Garn Pwllheli
W,602626,SN,90332,53207,   454.0,Garn Wen
W,602627,SH,51117,49522,   702.0,Garnedd Goch
W,602628,SH,61078,55158,  1066.0,Garnedd Ugain pil pub bkt rem K Stevens 06 04
W,602629,NX,10910,39460,   121.0,Garrochtrie
W,602630,NS,14715,73191,   345.0,Garrowchorran Hill
W,602631,NS,93907,94963,   112.0,Gartenkeir
W,602632,SO,05320,50624,   281.0,Garth
W,602633,ST,10339,83500,   307.0,Garth
W,602634,TA,36762,22538,    26.0,Garth
W,602635,SN,94678,50495,   302.0,Garth Bank
W,602636,SO,05440,35250,   371.0,Garth Brengy
W,602637,SH,79272,68842,   234.0,Garth Mountain
W,602638,NR,70399,13883,   189.0,Gartloskan Hill
W,602639,NR,81743,58510,   201.0,Gartnagrenach
W,602640,SO,43679,25074,   367.0,Garway Hill
W,602641,NY,05413,26193,   101.0,Gatebarrow
W,602642,SK,57843,81516,    66.0,Gateford Farm
W,602643,NY,84882,58312,   352.0,Gaterley Hill
W,602644,HY,48787,50051,    26.0,Gayfield
W,602645,SP,84983,45709,    85.0,Gayhurst
W,602646,TQ,43190,48740,    81.0,Gaywood Farm
W,602647,NH,83636,12328,   824.0,Geal Charn Mor
W,602648,NO,29791,98182,   743.0,Geallaig Hill
W,602649,NM,70868,61087,   340.0,Gearr Chreag
W,602650,NR,97515,84905,   376.0,Gearran
W,602651,TF,47963,28417,     4.0,Gedney Drove End S1067 Pub Pil Pass 02
W,602652,ST,13695,99160,   294.0,Gelligaer Common
W,602653,ST,46029,01192,   175.0,Gerrards Hill
W,602654,SU,16586,63209,   250.0,Giants Grave
W,602655,ST,08447,74737,   133.0,Giants Mound
W,602656,SD,98674,45965,   275.0,Gib
W,602657,SE,35873,59883,    80.0,Gibbet Hill
W,602658,SP,30481,74979,   101.0,Gibbet Hill
W,602659,SX,50313,81149,   353.0,Gibbet Hill
W,602660,ST,73951,23542,    65.0,Gigg Lane
W,602661,SN,41239,37164,   252.0,Gilfach Gynyddion
W,602662,SN,56159,70824,   148.0,Gilfach Hafel
W,602663,SN,65681,69543,   296.0,Gilfach Las
W,602664,SN,56221,55438,   252.0,Gilfach-Y-Fran
W,602665,NB,14933,02140,   472.0,Gillaval Glas
W,602666,HU,61619,88598,   116.0,Gillis Field
W,602667,TQ,46859,31965,   205.0,Gills Lap Pub Pil 02
W,602668,NS,45384,65023,     7.0,Gilmerston
W,602669,SO,09892,58291,   441.0,Gilwern Hill
W,602670,NX,06890,78803,   144.0,Girlaverie
W,602671,NZ,35815,08471,    51.0,Girsby Grange
W,602672,SD,83610,47925,   191.0,Gisburn Moor
W,602673,NJ,73805,11075,   207.0,Glack
W,602674,NZ,19766,59753,   160.0,Gladeley Hill
W,602675,NZ,74060,04148,   326.0,Glaisdale Rigg S4386 T Courtney
W,602676,NG,51362,30005,   775.0,Glamaig
W,602677,SJ,08217,27255,   607.0,Glan-Hafon
